actor_1,actor_2,movie_title,year,genre,director,page_id
הגשש החיוור,ישראל פוליאקוב,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
הגשש החיוור,לאורה ריבלין,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
הגשש החיוור,ג'וזי כץ,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
הגשש החיוור,תקוה מור,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
הגשש החיוור,ציפי שביט,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
הגשש החיוור,בומבה צור,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
אורי זוהר,שייקה לוי,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
אורי זוהר,גברי בנאי,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
אורי זוהר,ישראל פוליאקוב,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
אורי זוהר,לאורה ריבלין,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
אורי זוהר,ג'וזי כץ,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
אורי זוהר,תקוה מור,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
אורי זוהר,ציפי שביט,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
אורי זוהר,בומבה צור,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
שייקה לוי,גברי בנאי,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
שייקה לוי,ישראל פוליאקוב,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
שייקה לוי,לאורה ריבלין,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
שייקה לוי,ג'וזי כץ,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
שייקה לוי,תקוה מור,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
שייקה לוי,ציפי שביט,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
שייקה לוי,בומבה צור,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
גברי בנאי,ישראל פוליאקוב,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
גברי בנאי,לאורה ריבלין,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
גברי בנאי,ג'וזי כץ,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
גברי בנאי,תקוה מור,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
גברי בנאי,ציפי שביט,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
גברי בנאי,בומבה צור,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
ישראל פוליאקוב,לאורה ריבלין,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
ישראל פוליאקוב,ג'וזי כץ,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
ישראל פוליאקוב,תקוה מור,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
ישראל פוליאקוב,ציפי שביט,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
ישראל פוליאקוב,בומבה צור,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
לאורה ריבלין,ג'וזי כץ,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
לאורה ריבלין,תקוה מור,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
לאורה ריבלין,ציפי שביט,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
לאורה ריבלין,בומבה צור,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
ג'וזי כץ,תקוה מור,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
ג'וזי כץ,ציפי שביט,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
ג'וזי כץ,בומבה צור,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
תקוה מור,ציפי שביט,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
תקוה מור,בומבה צור,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
ציפי שביט,בומבה צור,התרוממות (סרט),1970,קומדיה,אורי זוהר,770084
יהודה ברקן,גבי עמרני,לופו,1970,קומדיה,מנחם גולן,617093
יהודה ברקן,מוטי גלעדי,לופו,1970,קומדיה,מנחם גולן,617093
יהודה ברקן,אבירמה גולן,לופו,1970,קומדיה,מנחם גולן,617093
יהודה ברקן,ליא קניג,לופו,1970,קומדיה,מנחם גולן,617093
יהודה ברקן,אריק לביא,לופו,1970,קומדיה,מנחם גולן,617093
יהודה ברקן,אסתר גרינברג,לופו,1970,קומדיה,מנחם גולן,617093
יהודה ברקן,שושיק שני,לופו,1970,קומדיה,מנחם גולן,617093
יהודה ברקן,יהודה אפרוני,לופו,1970,קומדיה,מנחם גולן,617093
יהודה ברקן,אושיק לוי,לופו,1970,קומדיה,מנחם גולן,617093
גבי עמרני,מוטי גלעדי,לופו,1970,קומדיה,מנחם גולן,617093
גבי עמרני,אבירמה גולן,לופו,1970,קומדיה,מנחם גולן,617093
גבי עמרני,ליא קניג,לופו,1970,קומדיה,מנחם גולן,617093
גבי עמרני,אריק לביא,לופו,1970,קומדיה,מנחם גולן,617093
גבי עמרני,אסתר גרינברג,לופו,1970,קומדיה,מנחם גולן,617093
גבי עמרני,שושיק שני,לופו,1970,קומדיה,מנחם גולן,617093
גבי עמרני,יהודה אפרוני,לופו,1970,קומדיה,מנחם גולן,617093
גבי עמרני,אושיק לוי,לופו,1970,קומדיה,מנחם גולן,617093
מוטי גלעדי,אבירמה גולן,לופו,1970,קומדיה,מנחם גולן,617093
מוטי גלעדי,ליא קניג,לופו,1970,קומדיה,מנחם גולן,617093
מוטי גלעדי,אריק לביא,לופו,1970,קומדיה,מנחם גולן,617093
מוטי גלעדי,אסתר גרינברג,לופו,1970,קומדיה,מנחם גולן,617093
מוטי גלעדי,שושיק שני,לופו,1970,קומדיה,מנחם גולן,617093
מוטי גלעדי,יהודה אפרוני,לופו,1970,קומדיה,מנחם גולן,617093
מוטי גלעדי,אושיק לוי,לופו,1970,קומדיה,מנחם גולן,617093
אבירמה גולן,ליא קניג,לופו,1970,קומדיה,מנחם גולן,617093
אבירמה גולן,אריק לביא,לופו,1970,קומדיה,מנחם גולן,617093
אבירמה גולן,אסתר גרינברג,לופו,1970,קומדיה,מנחם גולן,617093
אבירמה גולן,שושיק שני,לופו,1970,קומדיה,מנחם גולן,617093
אבירמה גולן,יהודה אפרוני,לופו,1970,קומדיה,מנחם גולן,617093
אבירמה גולן,אושיק לוי,לופו,1970,קומדיה,מנחם גולן,617093
ליא קניג,אריק לביא,לופו,1970,קומדיה,מנחם גולן,617093
ליא קניג,אסתר גרינברג,לופו,1970,קומדיה,מנחם גולן,617093
ליא קניג,שושיק שני,לופו,1970,קומדיה,מנחם גולן,617093
ליא קניג,יהודה אפרוני,לופו,1970,קומדיה,מנחם גולן,617093
ליא קניג,אושיק לוי,לופו,1970,קומדיה,מנחם גולן,617093
אריק לביא,אסתר גרינברג,לופו,1970,קומדיה,מנחם גולן,617093
אריק לביא,שושיק שני,לופו,1970,קומדיה,מנחם גולן,617093
אריק לביא,יהודה אפרוני,לופו,1970,קומדיה,מנחם גולן,617093
אריק לביא,אושיק לוי,לופו,1970,קומדיה,מנחם גולן,617093
אסתר גרינברג,שושיק שני,לופו,1970,קומדיה,מנחם גולן,617093
אסתר גרינברג,יהודה אפרוני,לופו,1970,קומדיה,מנחם גולן,617093
אסתר גרינברג,אושיק לוי,לופו,1970,קומדיה,מנחם גולן,617093
שושיק שני,יהודה אפרוני,לופו,1970,קומדיה,מנחם גולן,617093
שושיק שני,אושיק לוי,לופו,1970,קומדיה,מנחם גולן,617093
יהודה אפרוני,אושיק לוי,לופו,1970,קומדיה,מנחם גולן,617093
אריק איינשטיין,שלום חנוך,שבלול (סרט),1970,,בועז דוידזון,98879
אריק איינשטיין,הצ'רצ'ילים,שבלול (סרט),1970,,בועז דוידזון,98879
אריק איינשטיין,אלונה איינשטיין,שבלול (סרט),1970,,בועז דוידזון,98879
אריק איינשטיין,צבי שיסל,שבלול (סרט),1970,,בועז דוידזון,98879
אריק איינשטיין,אורי זוהר,שבלול (סרט),1970,,בועז דוידזון,98879
אריק איינשטיין,ג'וזי כץ,שבלול (סרט),1970,,בועז דוידזון,98879
אריק איינשטיין,זאב רווח,שבלול (סרט),1970,,בועז דוידזון,98879
אריק איינשטיין,ליהי חנוך,שבלול (סרט),1970,,בועז דוידזון,98879
שלום חנוך,הצ'רצ'ילים,שבלול (סרט),1970,,בועז דוידזון,98879
שלום חנוך,אלונה איינשטיין,שבלול (סרט),1970,,בועז דוידזון,98879
שלום חנוך,צבי שיסל,שבלול (סרט),1970,,בועז דוידזון,98879
שלום חנוך,אורי זוהר,שבלול (סרט),1970,,בועז דוידזון,98879
שלום חנוך,ג'וזי כץ,שבלול (סרט),1970,,בועז דוידזון,98879
שלום חנוך,זאב רווח,שבלול (סרט),1970,,בועז דוידזון,98879
שלום חנוך,ליהי חנוך,שבלול (סרט),1970,,בועז דוידזון,98879
הצ'רצ'ילים,אלונה איינשטיין,שבלול (סרט),1970,,בועז דוידזון,98879
הצ'רצ'ילים,צבי שיסל,שבלול (סרט),1970,,בועז דוידזון,98879
הצ'רצ'ילים,אורי זוהר,שבלול (סרט),1970,,בועז דוידזון,98879
הצ'רצ'ילים,ג'וזי כץ,שבלול (סרט),1970,,בועז דוידזון,98879
הצ'רצ'ילים,זאב רווח,שבלול (סרט),1970,,בועז דוידזון,98879
הצ'רצ'ילים,ליהי חנוך,שבלול (סרט),1970,,בועז דוידזון,98879
אלונה איינשטיין,צבי שיסל,שבלול (סרט),1970,,בועז דוידזון,98879
אלונה איינשטיין,אורי זוהר,שבלול (סרט),1970,,בועז דוידזון,98879
אלונה איינשטיין,ג'וזי כץ,שבלול (סרט),1970,,בועז דוידזון,98879
אלונה איינשטיין,זאב רווח,שבלול (סרט),1970,,בועז דוידזון,98879
אלונה איינשטיין,ליהי חנוך,שבלול (סרט),1970,,בועז דוידזון,98879
צבי שיסל,אורי זוהר,שבלול (סרט),1970,,בועז דוידזון,98879
צבי שיסל,ג'וזי כץ,שבלול (סרט),1970,,בועז דוידזון,98879
צבי שיסל,זאב רווח,שבלול (סרט),1970,,בועז דוידזון,98879
צבי שיסל,ליהי חנוך,שבלול (סרט),1970,,בועז דוידזון,98879
אורי זוהר,ג'וזי כץ,שבלול (סרט),1970,,בועז דוידזון,98879
אורי זוהר,זאב רווח,שבלול (סרט),1970,,בועז דוידזון,98879
אורי זוהר,ליהי חנוך,שבלול (סרט),1970,,בועז דוידזון,98879
ג'וזי כץ,זאב רווח,שבלול (סרט),1970,,בועז דוידזון,98879
ג'וזי כץ,ליהי חנוך,שבלול (סרט),1970,,בועז דוידזון,98879
זאב רווח,ליהי חנוך,שבלול (סרט),1970,,בועז דוידזון,98879
יהורם גאון,רחל צימרמן,אני ירושלמי,1971,תיעודי | מוזיקלי,יהורם גאון,2015141
ריצ'רד האריס,רומי שניידר,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
ריצ'רד האריס,קים ברפילד,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
ריצ'רד האריס,יוסי ידין,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
ריצ'רד האריס,אביבה מרקס,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
ריצ'רד האריס,יוסי גרבר,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
ריצ'רד האריס,שרגא פרידמן,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
ריצ'רד האריס,גדעון שמר,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
ריצ'רד האריס,ז'אק כהן,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
ריצ'רד האריס,ראובן בר יותם,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
רומי שניידר,קים ברפילד,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
רומי שניידר,יוסי ידין,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
רומי שניידר,אביבה מרקס,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
רומי שניידר,יוסי גרבר,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
רומי שניידר,שרגא פרידמן,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
רומי שניידר,גדעון שמר,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
רומי שניידר,ז'אק כהן,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
רומי שניידר,ראובן בר יותם,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
קים ברפילד,יוסי ידין,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
קים ברפילד,אביבה מרקס,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
קים ברפילד,יוסי גרבר,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
קים ברפילד,שרגא פרידמן,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
קים ברפילד,גדעון שמר,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
קים ברפילד,ז'אק כהן,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
קים ברפילד,ראובן בר יותם,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
יוסי ידין,אביבה מרקס,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
יוסי ידין,יוסי גרבר,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
יוסי ידין,שרגא פרידמן,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
יוסי ידין,גדעון שמר,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
יוסי ידין,ז'אק כהן,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
יוסי ידין,ראובן בר יותם,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
אביבה מרקס,יוסי גרבר,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
אביבה מרקס,שרגא פרידמן,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
אביבה מרקס,גדעון שמר,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
אביבה מרקס,ז'אק כהן,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
אביבה מרקס,ראובן בר יותם,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
יוסי גרבר,שרגא פרידמן,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
יוסי גרבר,גדעון שמר,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
יוסי גרבר,ז'אק כהן,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
יוסי גרבר,ראובן בר יותם,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
שרגא פרידמן,גדעון שמר,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
שרגא פרידמן,ז'אק כהן,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
שרגא פרידמן,ראובן בר יותם,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
גדעון שמר,ז'אק כהן,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
גדעון שמר,ראובן בר יותם,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
ז'אק כהן,ראובן בר יותם,בלומפילד (סרט),1971,דרמה,ריצ'רד האריס,2046536
שייקה אופיר,זהרירה חריפאי,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
שייקה אופיר,ניצה שאול,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
שייקה אופיר,אבנר חזקיהו,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
שייקה אופיר,יוסף שילוח,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
שייקה אופיר,איצקו רחמימוב,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
שייקה אופיר,לידיה אופיר,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
שייקה אופיר,לואיס רוזנברג,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
שייקה אופיר,אריה אליאס,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
שייקה אופיר,גבי עמרני,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
זהרירה חריפאי,ניצה שאול,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
זהרירה חריפאי,אבנר חזקיהו,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
זהרירה חריפאי,יוסף שילוח,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
זהרירה חריפאי,איצקו רחמימוב,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
זהרירה חריפאי,לידיה אופיר,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
זהרירה חריפאי,לואיס רוזנברג,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
זהרירה חריפאי,אריה אליאס,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
זהרירה חריפאי,גבי עמרני,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
ניצה שאול,אבנר חזקיהו,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
ניצה שאול,יוסף שילוח,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
ניצה שאול,איצקו רחמימוב,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
ניצה שאול,לידיה אופיר,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
ניצה שאול,לואיס רוזנברג,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
ניצה שאול,אריה אליאס,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
ניצה שאול,גבי עמרני,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
אבנר חזקיהו,יוסף שילוח,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
אבנר חזקיהו,איצקו רחמימוב,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
אבנר חזקיהו,לידיה אופיר,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
אבנר חזקיהו,לואיס רוזנברג,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
אבנר חזקיהו,אריה אליאס,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
אבנר חזקיהו,גבי עמרני,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
יוסף שילוח,איצקו רחמימוב,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
יוסף שילוח,לידיה אופיר,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
יוסף שילוח,לואיס רוזנברג,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
יוסף שילוח,אריה אליאס,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
יוסף שילוח,גבי עמרני,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
איצקו רחמימוב,לידיה אופיר,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
איצקו רחמימוב,לואיס רוזנברג,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
איצקו רחמימוב,אריה אליאס,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
איצקו רחמימוב,גבי עמרני,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
לידיה אופיר,לואיס רוזנברג,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
לידיה אופיר,אריה אליאס,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
לידיה אופיר,גבי עמרני,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
לואיס רוזנברג,אריה אליאס,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
לואיס רוזנברג,גבי עמרני,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
אריה אליאס,גבי עמרני,השוטר אזולאי,1971,דרמה קומית,אפרים קישון,70969
חיים טופול,גליה טופול,התרנגול,1971,קומדיה,אורי זוהר,1708230
חיים טופול,גדעון שמר,התרנגול,1971,קומדיה,אורי זוהר,1708230
חיים טופול,יצחק שילה,התרנגול,1971,קומדיה,אורי זוהר,1708230
חיים טופול,הלית קתמור,התרנגול,1971,קומדיה,אורי זוהר,1708230
חיים טופול,נעמי צ'אנס,התרנגול,1971,קומדיה,אורי זוהר,1708230
חיים טופול,ביטוש דוידוב,התרנגול,1971,קומדיה,אורי זוהר,1708230
חיים טופול,תמי צפרוני,התרנגול,1971,קומדיה,אורי זוהר,1708230
חיים טופול,אורי לוי,התרנגול,1971,קומדיה,אורי זוהר,1708230
חיים טופול,אורי זוהר,התרנגול,1971,קומדיה,אורי זוהר,1708230
גליה טופול,גדעון שמר,התרנגול,1971,קומדיה,אורי זוהר,1708230
גליה טופול,יצחק שילה,התרנגול,1971,קומדיה,אורי זוהר,1708230
גליה טופול,הלית קתמור,התרנגול,1971,קומדיה,אורי זוהר,1708230
גליה טופול,נעמי צ'אנס,התרנגול,1971,קומדיה,אורי זוהר,1708230
גליה טופול,ביטוש דוידוב,התרנגול,1971,קומדיה,אורי זוהר,1708230
גליה טופול,תמי צפרוני,התרנגול,1971,קומדיה,אורי זוהר,1708230
גליה טופול,אורי לוי,התרנגול,1971,קומדיה,אורי זוהר,1708230
גליה טופול,אורי זוהר,התרנגול,1971,קומדיה,אורי זוהר,1708230
גדעון שמר,יצחק שילה,התרנגול,1971,קומדיה,אורי זוהר,1708230
גדעון שמר,הלית קתמור,התרנגול,1971,קומדיה,אורי זוהר,1708230
גדעון שמר,נעמי צ'אנס,התרנגול,1971,קומדיה,אורי זוהר,1708230
גדעון שמר,ביטוש דוידוב,התרנגול,1971,קומדיה,אורי זוהר,1708230
גדעון שמר,תמי צפרוני,התרנגול,1971,קומדיה,אורי זוהר,1708230
גדעון שמר,אורי לוי,התרנגול,1971,קומדיה,אורי זוהר,1708230
גדעון שמר,אורי זוהר,התרנגול,1971,קומדיה,אורי זוהר,1708230
יצחק שילה,הלית קתמור,התרנגול,1971,קומדיה,אורי זוהר,1708230
יצחק שילה,נעמי צ'אנס,התרנגול,1971,קומדיה,אורי זוהר,1708230
יצחק שילה,ביטוש דוידוב,התרנגול,1971,קומדיה,אורי זוהר,1708230
יצחק שילה,תמי צפרוני,התרנגול,1971,קומדיה,אורי זוהר,1708230
יצחק שילה,אורי לוי,התרנגול,1971,קומדיה,אורי זוהר,1708230
יצחק שילה,אורי זוהר,התרנגול,1971,קומדיה,אורי זוהר,1708230
הלית קתמור,נעמי צ'אנס,התרנגול,1971,קומדיה,אורי זוהר,1708230
הלית קתמור,ביטוש דוידוב,התרנגול,1971,קומדיה,אורי זוהר,1708230
הלית קתמור,תמי צפרוני,התרנגול,1971,קומדיה,אורי זוהר,1708230
הלית קתמור,אורי לוי,התרנגול,1971,קומדיה,אורי זוהר,1708230
הלית קתמור,אורי זוהר,התרנגול,1971,קומדיה,אורי זוהר,1708230
נעמי צ'אנס,ביטוש דוידוב,התרנגול,1971,קומדיה,אורי זוהר,1708230
נעמי צ'אנס,תמי צפרוני,התרנגול,1971,קומדיה,אורי זוהר,1708230
נעמי צ'אנס,אורי לוי,התרנגול,1971,קומדיה,אורי זוהר,1708230
נעמי צ'אנס,אורי זוהר,התרנגול,1971,קומדיה,אורי זוהר,1708230
ביטוש דוידוב,תמי צפרוני,התרנגול,1971,קומדיה,אורי זוהר,1708230
ביטוש דוידוב,אורי לוי,התרנגול,1971,קומדיה,אורי זוהר,1708230
ביטוש דוידוב,אורי זוהר,התרנגול,1971,קומדיה,אורי זוהר,1708230
תמי צפרוני,אורי לוי,התרנגול,1971,קומדיה,אורי זוהר,1708230
תמי צפרוני,אורי זוהר,התרנגול,1971,קומדיה,אורי זוהר,1708230
אורי לוי,אורי זוהר,התרנגול,1971,קומדיה,אורי זוהר,1708230
שלמה ארצי,זאב רווח,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
שלמה ארצי,דובי גל,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
שלמה ארצי,אבי אוריה,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
שלמה ארצי,מני פאר,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
שלמה ארצי,עמוס טלשיר,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
שלמה ארצי,דודו ירדני,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
שלמה ארצי,גליה גופר,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
שלמה ארצי,איציק וייס,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
שלמה ארצי,עדית פאנק,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
זאב רווח,דובי גל,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
זאב רווח,אבי אוריה,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
זאב רווח,מני פאר,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
זאב רווח,עמוס טלשיר,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
זאב רווח,דודו ירדני,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
זאב רווח,גליה גופר,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
זאב רווח,איציק וייס,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
זאב רווח,עדית פאנק,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
דובי גל,אבי אוריה,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
דובי גל,מני פאר,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
דובי גל,עמוס טלשיר,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
דובי גל,דודו ירדני,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
דובי גל,גליה גופר,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
דובי גל,איציק וייס,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
דובי גל,עדית פאנק,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
אבי אוריה,מני פאר,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
אבי אוריה,עמוס טלשיר,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
אבי אוריה,דודו ירדני,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
אבי אוריה,גליה גופר,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
אבי אוריה,איציק וייס,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
אבי אוריה,עדית פאנק,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
מני פאר,עמוס טלשיר,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
מני פאר,דודו ירדני,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
מני פאר,גליה גופר,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
מני פאר,איציק וייס,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
מני פאר,עדית פאנק,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
עמוס טלשיר,דודו ירדני,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
עמוס טלשיר,גליה גופר,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
עמוס טלשיר,איציק וייס,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
עמוס טלשיר,עדית פאנק,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
דודו ירדני,גליה גופר,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
דודו ירדני,איציק וייס,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
דודו ירדני,עדית פאנק,חסמבה ונערי ההפקר,1971,,יואל זילברג,189061
