actor_1,actor_2,actor_1_seen_before_2021,actor_2_seen_before_2021
לני כהן,תומר פישמן,True,False
מאור כהן,נטעלי גבירץ,True,False
מאור כהן,פייבמנט,True,False
מאור כהן,שרון קנטור,True,False
מאור לוי,סכיזופרן,False,False
מאור לוי,עדי אלון,False,False
מאור לוי,עמוס תמם,False,True
מאור לוי,רועי אסף,False,True
מאור לוי,שאדי מרעי,False,True
מאור לוי,ששון גבאי,False,True
מאור שוויצר,מפקד,True,False
מאור שוויצר,סרן,True,False
מאור שוויצר,עומר נודלמן,True,False
מאור שוויצר,עמית רהב,True,False
מאטה טדוראדזה,נטע ריסקין,False,True
מאטה טדוראדזה,רולנד אוקרופירידזה,False,False
מאיה כהן,מעיין עמרני,True,False
מאיה עשת,סטפני מרידה,False,False
מאיה עשת,פאולה טירדו,False,False
מאיה עשת,תום גרציאני,False,True
מאיר תמם,מייקל קביה אהרוני,False,False
מאיר תמם,משה אשכנזי,False,True
מאיר תמם,צביקה הדר,False,True
מאיר תמם,קים אור אזולאי,False,False
מאיר תמם,שון מונגוזה,False,False
מוטי בן ישי,צביקה פישזון,True,False
מוני מושונוב,רונן דוידוב,True,False
מוריה אקונס,ניב מג'ר,False,True
מוריה אקונס,עידן אלתרמן,False,True
מוריה אקונס,עמית אולמן,False,False
מוריה אקונס,פלד,False,False
מוריה אקונס,רועי ויינברג,False,False
מוריה אקונס,רועי ניק,False,True
מוריה אקונס,ריקי בליך,False,True
מוריה אקונס,רמי ברוך,False,True
מורין אמור,עידית טפרסון,False,True
מורין אמור,ערן מור,False,False
מורין אמור,רבקה בכר,False,True
מורין אמור,ריימונד אמסלם,False,True
מורין אמור,תיקי דיין,False,True
מוריס כהן,עדי גילת,True,False
מורן גרוס,צחי הלוי,False,True
מורן גרוס,שלום אסייג,False,True
מי-רן מנקס,צחי סדן,False,False
מיטל נר,מרט פרחומובסקי,False,False
מיטל נר,ניר שטראוס,False,False
מיטל נר,ענת עצמון,False,True
מייקל קביה אהרוני,משה אשכנזי,False,True
מייקל קביה אהרוני,צביקה הדר,False,True
מייקל קביה אהרוני,קים אור אזולאי,False,False
מייקל קביה אהרוני,שון מונגוזה,False,False
מיכאל אלוני,ניקולאי קינסקי,True,False
מיכאל אלוני,רוני נתנאל,True,False
מיכאל גבעתי,מיכל ויצמן,False,False
מיכאל גבעתי,נואל ברקוביץ',False,True
מיכאל גבעתי,צילי,False,False
מיכאל גבעתי,שירן סנדל,False,True
מיכאל גבעתי,שלמה וישינסקי,False,True
מיכאל מושונוב,רונן דוידוב,True,False
מיכה פרודובסקי,ריטה שוקרון,False,True
מיכל ויצמן,נואל ברקוביץ',False,True
מיכל ויצמן,צילי,False,False
מיכל ויצמן,שירן סנדל,False,True
מיכל ויצמן,שלמה וישינסקי,False,True
מיכל מנור,מעיין לאוב,False,False
מיכל מנור,נועם כרמלי,False,False
מיכל מנור,ניב מג'ר,False,True
מיכל מנור,תובל שפיר,False,True
מיכל מנור,תומר פישמן,False,False
מילי עשת,נור פיבק,True,False
מילי עשת,סוול אריאל אור,True,False
מילי עשת,עופר גרינברג,True,False
מילי עשת,פאולה קרו,True,False
מילי עשת,צביקה פישזון,True,False
מינא קאוואני,סינה פרוואנה,False,False
מינא קאוואני,קטיונה אחמדי,False,False
מינא קאוואני,רזא דיאקו,False,False
מיקי לאון,משי קליינשטיין,True,False
מירב גרובר,רחל אדרי,True,False
מישל גרינידג',מרים מרגוליס,False,False
מישל גרינידג',סאלי פיליפס,False,False
מישל גרינידג',ראקי תאקראר,False,False
מלטה,עדן סבן,False,False
מלטה,עלמה זק,False,True
מלטה,ערוץ הכיבוד,False,False
מלטה,ערן זרחוביץ',False,False
מלטה,רותם סלע,False,True
מלטה,תום יער,False,False
מנדי ברששת,עודד מנסטר,False,True
מנדי ברששת,עתליה זהבי,False,False
מנדי ברששת,רוני נדלר,False,False
מנשה נוי,רונן דוידוב,True,False
מסאיי מסייבסקי,משה פולקנפליק,False,True
מסאיי מסייבסקי,עפרי פרישקולניק אלדד,False,False
מסאיי מסייבסקי,שון סופטי,False,False
מסאיי מסייבסקי,שרה אדלר,False,True
מעיין לאוב,נועם כרמלי,False,False
מעיין לאוב,ניב מג'ר,False,True
מעיין לאוב,תובל שפיר,False,True
מעיין לאוב,תומר פישמן,False,False
מעיין עמרני,שמואל וילוז'ני,False,True
מעיין תורג'מן,סימור דניאל,True,False
מפקד,סרן,False,False
מרוואן חמדן,סלים דאו,False,True
מרט פרחומובסקי,ניר שטראוס,False,False
מרט פרחומובסקי,ענת עצמון,False,True
מרים מרגוליס,סאלי פיליפס,False,False
מרים מרגוליס,ראקי תאקראר,False,False
משה אשכנזי,קים אור אזולאי,True,False
משה אשכנזי,שון מונגוזה,True,False
משה טימור,קרוליין לנגפורד,True,False
משה פולקנפליק,עפרי פרישקולניק אלדד,True,False
משה פולקנפליק,שון סופטי,True,False
משה פרסטר,רוני נתנאל,True,False
משה רוסו,ניצה אדל רוסו,False,False
משה רוסו,עידו נצר,False,False
משה רוסו,עמית מרדכי,False,False
משה רוסו,קובי צברי,False,False
משה רוסו,רון ביטון,False,False
משי קליינשטיין,ריימונד אמסלם,False,True
נואל ברקוביץ',צילי,True,False
נועה בן גיגי,נעמה שטרית,False,True
נועה בן גיגי,שיפי אלוני,False,True
נועה בן גיגי,שרי גבעתי,False,False
נועה קירל,רוני נתנאל,True,False
נועם כרמלי,ניב מג'ר,False,True
נועם כרמלי,תובל שפיר,False,True
נועם כרמלי,תומר פישמן,False,False
נועם שנהב,עמית פרקש,False,True
נטע גרטי,עידו טאקו,True,False
נטע גרטי,שלומי שבן,True,False
נטע ריסקין,רולנד אוקרופירידזה,True,False
נטע שפיגלמן,סיון תדמור,True,False
נטעלי גבירץ,פייבמנט,False,False
נטעלי גבירץ,רמי פורטיס,False,True
נטעלי גבירץ,שרון קנטור,False,False
ניב מג'ר,רועי ויינברג,True,False
ניב מג'ר,תומר פישמן,True,False
ניב סולטן,עומר נודלמן,True,False
ניב סולטן,עמית רהב,True,False
ניצה אדל רוסו,עידו נצר,False,False
ניצה אדל רוסו,עמית מרדכי,False,False
ניצה אדל רוסו,קובי צברי,False,False
ניצה אדל רוסו,רון ביטון,False,False
ניצה שאול,קרוליין לנגפורד,True,False
ניצה שאול,שלישיית מה קשור,True,False
ניקולאי קינסקי,עוז זהבי,False,True
ניר כנען,עדי חבשוש,False,False
ניר כנען,עדן מאירי,False,False
ניר כנען,עידו אליאלי,False,False
ניר כנען,קים אור אזולאי,False,False
ניר לוי,רז זהבי,True,False
ניר לוי,שייע פייגנבוים,True,False
ניר שטראוס,ענת עצמון,False,True
ניר שטראוס,פיני טבגר,False,True
ניר שטראוס,רמי ברוך,False,True
ניר שעיבי,נתי רביץ,False,True
ניר שעיבי,ערן שראל,False,False
ניר שעיבי,ריקי בליך,False,True
נכה,ציון ברוך,False,True
נכה,רגל עץ,False,False
נכה,שלום מיכאלשווילי,False,True
נמרוד פלג,רן קפלן,False,False
נמרוד פלג,שמעון מימרן,False,True
נעמה שטרית,שרי גבעתי,True,False
נעמי הררי,עזרא דגן,False,True
נעמי הררי,קובי זיסלין,False,False
נתי רביץ,ערן שראל,True,False
נתנאל מרדכי הלוי,עידן צברי,False,False
נתנאל מרדכי הלוי,שלמה סדן,False,True
סאלי פיליפס,ראקי תאקראר,False,False
סוול אריאל אור,עופר גרינברג,False,False
סוול אריאל אור,פאולה קרו,False,False
סוול אריאל אור,תמיר גינזבורג,False,True
סוזנה פפיאן,עלא דקה,False,True
סוזנה פפיאן,ערן זרחוביץ',False,False
סוזנה פפיאן,שירה נאור,False,True
סוזנה פפיאן,שני כהן,False,False
סוזנה פפיאן,תום אפלבאום,False,False
סטפני מרידה,פאולה טירדו,False,False
סטפני מרידה,תום גרציאני,False,True
סיון לוי,עידו ברטל,True,False
סיון תדמור,רותם סלע,False,True
סיון תדמור,שרון שטרק,False,True
סימור דניאל,סמירה סרייה,False,True
סימור דניאל,עומר ברנע,False,True
סימור דניאל,קוסטה קפלן,False,True
סינה פרוואנה,קטיונה אחמדי,False,False
סינה פרוואנה,רזא דיאקו,False,False
סכיזופרן,עמוס תמם,False,True
סשה דמידוב,פלורה סעדה,False,False
סשה דמידוב,ריימונד אמסלם,False,True
עבדאללה עקל,תום אבני,False,True
עדי אלון,עפר שכטר,False,True
עדי אלון,צחי נוי,False,True
עדי אלון,רועי אסף,False,True
עדי אלון,שאדי מרעי,False,True
עדי אלון,שלום אסייג,False,True
עדי אלון,שלומי קוריאט,False,True
עדי אלון,שרלין חזיזה,False,False
עדי אלון,ששון גבאי,False,True
עדי הימלבלוי,רוני נתנאל,True,False
עדי חבשוש,עדן מאירי,False,False
עדי חבשוש,עידו אליאלי,False,False
עדי חבשוש,קים אור אזולאי,False,False
עדן מאירי,עידו אליאלי,False,False
עדן מאירי,קים אור אזולאי,False,False
עדן סבן,עלמה זק,False,True
עדן סבן,ערוץ הכיבוד,False,False
עדן סבן,ערן זרחוביץ',False,False
עדן סבן,רותם סלע,False,True
עדן סבן,תום יער,False,False
עודד מנסטר,עתליה זהבי,True,False
עודד מנסטר,קרן פלס,True,False
עודד מנסטר,רוני נדלר,True,False
עומר דהן,עידן שקרוקה,False,False
עומר דהן,שחף כרמל יעקובוביץ',False,False
עומר חזן,רז מזרחי,True,False
עומר נודלמן,עמית רהב,False,False
עופר גרינברג,פאולה קרו,False,False
עופר גרינברג,תמיר גינזבורג,False,True
עזרא דגן,קובי זיסלין,True,False
עידו אליאלי,קים אור אזולאי,False,False
עידו ברטל,ששון גבאי,False,True
עידו טאקו,"צה""ל",False,False
עידו טאקו,שלומי שבן,False,False
עידו טאקו,תיקי דיין,False,True
עידו נצר,עמית מרדכי,False,False
עידו נצר,קובי צברי,False,False
עידו נצר,רון ביטון,False,False
עידית טפרסון,ערן מור,True,False
עידן אלתרמן,עמית אולמן,True,False
עידן אלתרמן,פלד,True,False
עידן עמדי,שרה פון שוורצה,False,True
עידן צברי,שלמה סדן,False,True
עידן שקרוקה,שחף כרמל יעקובוביץ',False,False
עידן תלם,קווין רובין,False,False
עידן תלם,שירה לוי,False,False
עירית קפלן,עמית רהב,True,False
עלא דקה,ערן זרחוביץ',True,False
עלא דקה,שני כהן,True,False
עלא דקה,תום אפלבאום,True,False
עלמה זק,ערוץ הכיבוד,True,False
עלמה זק,ערן זרחוביץ',True,False
עלמה זק,תום יער,True,False
עמית אולמן,פלד,False,False
עמית מרדכי,קובי צברי,False,False
עמית מרדכי,רון ביטון,False,False
ענת מנדלסון,רוברט הניג,False,True
ענת מנדלסון,שירי לוטן,False,False
עפר שכטר,שרלין חזיזה,True,False
עפרי פרישקולניק אלדד,שון סופטי,False,False
עפרי פרישקולניק אלדד,שרה אדלר,False,True
ערוץ הכיבוד,ערן זרחוביץ',False,False
ערוץ הכיבוד,רותם סלע,False,True
ערוץ הכיבוד,תום יער,False,False
ערן זרחוביץ',רותם סלע,False,True
ערן זרחוביץ',שירה נאור,False,True
ערן זרחוביץ',שני כהן,False,False
ערן זרחוביץ',תום אפלבאום,False,False
ערן זרחוביץ',תום יער,False,False
ערן מור,רבקה בכר,False,True
ערן מור,ריימונד אמסלם,False,True
ערן מור,תיקי דיין,False,True
ערן שראל,ריקי בליך,False,True
עתליה זהבי,רוני נדלר,False,False
פאולה טירדו,תום גרציאני,False,True
פאולה קרו,תמיר גינזבורג,False,True
פולי רשף,רונן דוידוב,True,False
פטר לינקה,צ'רבה קרקס,False,False
פטר לינקה,תיקי דיין,False,True
פייבמנט,רמי פורטיס,False,True
פייבמנט,שרון קנטור,False,False
פלורה סעדה,ריימונד אמסלם,False,True
צ'רבה קרקס,תיקי דיין,False,True
צביקה הדר,קים אור אזולאי,True,False
צביקה הדר,שון מונגוזה,True,False
צביקה פישזון,רועי אסף,False,True
צביקה פישזון,שמעון מימרן,False,True
"צה""ל",תיקי דיין,False,True
צחי גראד,רונן דוידוב,True,False
צחי נוי,שרלין חזיזה,True,False
ציון ברוך,קופנגן,True,False
ציון ברוך,רגל עץ,True,False
צילי,שירן סנדל,False,True
צילי,שלמה וישינסקי,False,True
ציפורה הלר,שי אביבי,False,True
קובי צברי,רון ביטון,False,False
קווין רובין,שירה לוי,False,False
קופנגן,שלום מיכאלשווילי,False,True
קטיונה אחמדי,רזא דיאקו,False,False
קים אור אזולאי,שון מונגוזה,False,False
קרוליין לנגפורד,ששי קשת,False,True
קרן מור,רונן דוידוב,True,False
רגל עץ,שלום מיכאלשווילי,False,True
רוברט הניג,שירי לוטן,True,False
רונן דוידוב,תאמר נפאר,False,True
רונן הרשקוביץ,שי חי,False,False
רונן הרשקוביץ,ששי גז,False,False
רועי ויינברג,רועי ניק,False,True
רועי ויינברג,ריקי בליך,False,True
רועי ויינברג,רמי ברוך,False,True
רותם סלע,תום יער,True,False
רז זהבי,שייע פייגנבוים,False,False
רמי פורטיס,שרון קנטור,True,False
רן קפלן,שמעון מימרן,False,True
שון סופטי,שרה אדלר,False,True
שי חי,ששי גז,False,False
שיפי אלוני,שרי גבעתי,True,False
שירה נאור,שני כהן,True,False
שירה נאור,תום אפלבאום,True,False
שלום אסייג,שרלין חזיזה,True,False
שלומי קוריאט,שרלין חזיזה,True,False
שני כהן,תום אפלבאום,False,False
תובל שפיר,תומר פישמן,True,False
