actor_1,actor_2,actor_1_seen_before_2021,actor_2_seen_before_2021
אבא קובנר,אוגוסט דיהל,False,False
אבא קובנר,אמיתי קדר,False,False
אבא קובנר,יואל רוזנקיאר,False,True
אבא קובנר,ישי גולן,False,True
אבא קובנר,מיכאל אלוני,False,True
אבא קובנר,ניקולאי קינסקי,False,False
אבא קובנר,עוז זהבי,False,True
אבו עמר,אביתר אדרי,False,False
אבו עמר,אלברט אילוז,False,True
אבו עמר,ארקדי שוסטר,False,False
אבו עמר,דוד אדרי,False,False
אבו עמר,יונס,False,False
אבו עמר,מירב גרובר,False,True
אבו עמר,רחל אדרי,False,False
אבי גרייניק,איציק שמלי,True,False
אבי גרייניק,אליאו בן זאב,True,False
אבי גרייניק,ארקדי דוכין,True,False
אבי גרייניק,טיילור מלכוב,True,False
אבי גרייניק,ישי לפידות,True,False
אבי גרייניק,רונן הרשקוביץ,True,False
אבי גרייניק,שי חי,True,False
אבי גרייניק,ששי גז,True,False
אבי סרוסי,אדיר מילר,False,True
אבי סרוסי,יניב ביטון,False,True
אבי סרוסי,כרמל נצר,False,False
אבי סרוסי,סוזנה פפיאן,False,False
אבי סרוסי,עלא דקה,False,True
אבי סרוסי,ערן זרחוביץ',False,False
אבי סרוסי,שירה נאור,False,True
אבי סרוסי,שני כהן,False,False
אבי סרוסי,תום אפלבאום,False,False
אביב אלקבץ,איילת אפשטיין,True,False
אביב אלקבץ,יהב גולדנברג,True,False
אביב אלקבץ,ינון קנר,True,False
אביב אלקבץ,נמרוד פלג,True,False
אביב אלקבץ,רן קפלן,True,False
אביב בוכלר,אלמה דישי,False,False
אביב בוכלר,יואב בבלי,False,False
אביב בוכלר,לייב לב לוין,False,False
אביב בוכלר,נעמי הררי,False,False
אביב בוכלר,עזרא דגן,False,True
אביב בוכלר,קובי זיסלין,False,False
אביבה אבידן,אביה מלכה,False,False
אביבה אבידן,אורי כץ,False,False
אביבה אבידן,אסי ישראלוף,False,True
אביבה אבידן,דוד שאול,False,True
אביבה אבידן,לירון וייסמן,False,False
אביבה אבידן,נכה,False,False
אביבה אבידן,ציון ברוך,False,True
אביבה אבידן,רגל עץ,False,False
אביבה אבידן,שלום מיכאלשווילי,False,True
אביגיל הררי,ביאן ענתיר,True,False
אביגיל הררי,יעל פולמן,True,False
אביגיל הררי,יערה,True,False
אביגיל הררי,ירמי שיק בלום,True,False
אביה מלכה,אורי כץ,False,False
אביה מלכה,אמירה גרון,False,False
אביה מלכה,אני אימנדזה,False,False
אביה מלכה,אסי ישראלוף,False,True
אביה מלכה,דוד שאול,False,True
אביה מלכה,ורוניקה קלנדרישבילי,False,False
אביה מלכה,טאקו טבטדז,False,False
אביה מלכה,ליז רביאן,False,False
אביה מלכה,לירון וייסמן,False,False
אביה מלכה,נועה בן גיגי,False,False
אביה מלכה,נכה,False,False
אביה מלכה,נעמה שטרית,False,True
אביה מלכה,ציון ברוך,False,True
אביה מלכה,רגל עץ,False,False
אביה מלכה,שיפי אלוני,False,True
אביה מלכה,שלום מיכאלשווילי,False,True
אביה מלכה,שרי גבעתי,False,False
אביהו רונן,אריה ברנע,False,False
אביהו רונן,גבריאל בך,False,False
אביהו רונן,דינה פורת,False,False
אביהו רונן,חנה יבלונקה,False,False
אביהו רונן,יהודה באואר,False,False
אביהו רונן,יואל רפל,False,False
אביהו רונן,יצחק ארד,False,False
אביהו רונן,ישראל גוטמן,False,False
אביהו רונן,עמר ברטוב,False,False
אביעד בנטוב,אורית זפרן,True,False
אביעד בנטוב,לאה לב,True,False
אביעד בנטוב,מיכל מנור,True,False
אביעד בנטוב,מעיין לאוב,True,False
אביעד בנטוב,נועם כרמלי,True,False
אביעד בנטוב,תומר פישמן,True,False
אביתר אדרי,אלברט אילוז,False,True
אביתר אדרי,ארקדי שוסטר,False,False
אביתר אדרי,דוד אדרי,False,False
אביתר אדרי,יונס,False,False
אביתר אדרי,מירב גרובר,False,True
אביתר אדרי,רחל אדרי,False,False
אביתר לזר,אדם פרופ,True,False
אביתר לזר,איציק גרובייס,True,False
אביתר לזר,דין מירושניקוב,True,False
אביתר לזר,דניאל אליאסי,True,False
אביתר לזר,יהודה רוזנווסר,True,False
אביתר לזר,נתנאל מרדכי הלוי,True,False
אביתר לזר,עידן צברי,True,False
אברהם ארנסון,און רפאלי,False,True
אברהם ארנסון,אקי אבני,False,True
אברהם ארנסון,גל אמיתי,False,False
אברהם ארנסון,דין גרבר,False,False
אברהם ארנסון,חן אמסלם,False,True
אברהם ארנסון,טל גרושקה,False,True
אברהם ארנסון,עידן תלם,False,False
אברהם ארנסון,קווין רובין,False,False
אברהם ארנסון,שירה לוי,False,False
אברהם הלר,אורי זוהר,False,False
אברהם הלר,ציפורה הלר,False,False
אברהם הלר,שי אביבי,False,True
אברהם שלום לוי,דאשה טבורונוביץ',True,False
אברהם שלום לוי,ויקטוריה קוזאק,True,False
אברהם שלום לוי,לנה פרייפלד,True,False
אבשלום פולק,יורם הוניג,True,False
אבשלום פולק,נור פיבק,True,False
אדי קבטנר,אוליבר ג'קסון-כהן,False,False
אדי קבטנר,אנטון לסר,False,False
אדי קבטנר,ג'רמי נוימרק ג'ונס,False,False
אדי קבטנר,דויד קרוס,False,False
אדי קבטנר,ז'יל בן דוד,False,True
אדי קבטנר,מייקל סי פוקס,False,False
אדיר מילר,אנה בלוג,True,False
אדיר מילר,אסתר מרטון,True,False
אדיר מילר,בוגלרקה קאוש,True,False
אדיר מילר,דומיניקה בירו פנה,True,False
אדיר מילר,ירדן ג'רבי,True,False
אדיר מילר,כרמל נצר,True,False
אדיר מילר,סוזנה פפיאן,True,False
אדיר מילר,ערן זרחוביץ',True,False
אדיר מילר,פטר לינקה,True,False
אדיר מילר,צ'רבה קרקס,True,False
אדיר מילר,שני כהן,True,False
אדיר מילר,תום אפלבאום,True,False
אדם גבאי,ארז עובד,True,False
אדם גבאי,ג'לאל מסראווה,True,False
אדם גבאי,גיל כהן,True,False
אדם גבאי,דין גרבר,True,False
אדם גבאי,ליר עיסא,True,False
אדם גבאי,סוול אריאל אור,True,False
אדם גבאי,עבדאללה עקל,True,False
אדם גבאי,עופר גרינברג,True,False
אדם גבאי,פאולה קרו,True,False
אדם חתוכה פלד,אלי מנשה,False,True
אדם חתוכה פלד,דורית לב ארי,False,True
אדם חתוכה פלד,מאיה כהן,False,True
אדם חתוכה פלד,מעיין עמרני,False,False
אדם חתוכה פלד,שמואל וילוז'ני,False,True
אדם פרופ,איציק גרובייס,False,False
אדם פרופ,דין מירושניקוב,False,False
אדם פרופ,דניאל אליאסי,False,False
אדם פרופ,יהודה גרובייס,False,True
אדם פרופ,יהודה רוזנווסר,False,False
אדם פרופ,נתנאל מרדכי הלוי,False,False
אדם פרופ,עידן צברי,False,False
אדם פרופ,שלמה סדן,False,True
אוגוסט דיהל,אמיתי קדר,False,False
אוגוסט דיהל,יואל רוזנקיאר,False,True
אוגוסט דיהל,ישי גולן,False,True
אוגוסט דיהל,מיכאל אלוני,False,True
אוגוסט דיהל,ניקולאי קינסקי,False,False
אוגוסט דיהל,עוז זהבי,False,True
אודי רצין,מיכה פרודובסקי,True,False
אוהד קנולר,אורנלה בס,True,False
אוהד קנולר,זוהר ז'נט סבג,True,False
אוהד קנולר,צביקה פישזון,True,False
אוהד שחר,גל אמיתי,True,False
אוהד שחר,יותם גוטל,True,False
אוהד שחר,מיטל נר,True,False
אוהד שחר,מרט פרחומובסקי,True,False
אוהד שחר,ניר שטראוס,True,False
אוולין הגואל,אוראל צברי,True,False
אוולין הגואל,דניאל אסייג,True,False
אוולין הגואל,חי דוידוב,True,False
אוולין הגואל,לינור אברג'יל,True,False
אוולין הגואל,עדי אלון,True,False
אוולין הגואל,עידו ברטל,True,False
אוולין הגואל,שרלין חזיזה,True,False
אולג לוין,חגית בן עמי,True,False
אולג לוין,יוליה טגיל,True,False
אולג לוין,קרן פלס,True,False
אוליבר ג'קסון-כהן,אנטון לסר,False,False
אוליבר ג'קסון-כהן,ג'רמי נוימרק ג'ונס,False,False
אוליבר ג'קסון-כהן,דויד קרוס,False,False
אוליבר ג'קסון-כהן,ז'יל בן דוד,False,True
אוליבר ג'קסון-כהן,מייקל סי פוקס,False,False
אולריך תומסן,גל מלכה,False,False
אולריך תומסן,יחזקאל לזרוב,False,True
אולריך תומסן,יפתח קליין,False,True
אולריך תומסן,לארס איידינגר,False,False
אולריך תומסן,מסאיי מסייבסקי,False,False
אולריך תומסן,משה פולקנפליק,False,True
אולריך תומסן,עפרי פרישקולניק אלדד,False,False
אולריך תומסן,שון סופטי,False,False
אולריך תומסן,שרה אדלר,False,True
און רפאלי,גל אמיתי,True,False
און רפאלי,דין גרבר,True,False
און רפאלי,עידן תלם,True,False
און רפאלי,קווין רובין,True,False
און רפאלי,שירה לוי,True,False
אופק פסח,דניאל ליטמן,False,False
אופק פסח,הולגר ירמיש,False,False
אופק פסח,הלל ינאי שני,False,False
אופק פסח,מוריס כהן,False,True
אופק פסח,עדי גילת,False,False
אור עדי,איתמר קיגלר,False,False
אור עדי,חן אמסלם-זגורי,False,True
אור עדי,לאונן,False,False
אור עדי,ליאנה עיון,False,False
אור עדי,מאור לוי,False,False
אור עדי,סכיזופרן,False,False
אור עדי,עמוס תמם,False,True
אוראל צברי,אורי גבריאל,False,True
אוראל צברי,אלון אבוטבול,False,True
אוראל צברי,אלי גלפרין,False,False
אוראל צברי,אליאנה תדהר,False,True
אוראל צברי,אליעד נחום,False,True
אוראל צברי,אסנת פישמן,False,True
אוראל צברי,אסתי זקהיים,False,True
אוראל צברי,אריק משעלי,False,True
אוראל צברי,ג'וליה מסלאווי,False,True
אוראל צברי,גבי דן,False,True
אוראל צברי,גרא סנדלר,False,True
אוראל צברי,דניאל אסייג,False,False
אוראל צברי,הרצל טובי,False,True
אוראל צברי,חי דוידוב,False,False
אוראל צברי,יגאל עדיקא,False,True
אוראל צברי,יעל פדן,False,False
אוראל צברי,לי בירן,False,True
אוראל צברי,ליאור דובדבני,False,True
אוראל צברי,לין אשרוב,False,False
אוראל צברי,מוטי בן ישי,False,True
אוראל צברי,מיכאל אלוני,False,True
אוראל צברי,משה פרסטר,False,True
אוראל צברי,נועה קירל,False,True
אוראל צברי,ניר כנען,False,False
אוראל צברי,עדי הימלבלוי,False,True
אוראל צברי,עדי חבשוש,False,False
אוראל צברי,עדן מאירי,False,False
אוראל צברי,עודד מנסטר,False,True
אוראל צברי,עידו אליאלי,False,False
אוראל צברי,עפר שכטר,False,True
אוראל צברי,קים אור אזולאי,False,False
אוראל צברי,רוני נתנאל,False,False
אוראל צברי,שלום אסייג,False,True
אוראל צברי,שלומי קוריאט,False,True
אורטל פשרל,בת אל מוסרי,False,True
אורטל פשרל,יעקב זדה דניאל,False,True
אורי אבינועם,בן סולטן,False,False
אורי אבינועם,יוסי מרשק,False,True
אורי אבינועם,יעל אבקסיס,False,True
אורי אבינועם,ריקי רייף סיני,False,False
אורי אלבי,דניאל מורשת,False,True
אורי אלבי,ישי גולן,False,True
אורי אלבי,מיקי לאון,False,True
אורי אלבי,משי קליינשטיין,False,False
אורי אלבי,ריימונד אמסלם,False,True
אורי ביטון,בר זומר,False,False
אורי ביטון,יואב לוי,False,True
אורי ביטון,ישראל אטיאס,False,True
אורי ביטון,מאיר תמם,False,False
אורי ביטון,מייקל קביה אהרוני,False,False
אורי ביטון,משה אשכנזי,False,True
אורי ביטון,צביקה הדר,False,True
אורי ביטון,קים אור אזולאי,False,False
אורי ביטון,שון מונגוזה,False,False
אורי בלופרב,נור פיבק,True,False
אורי ברויר,אלעד צפני,False,True
אורי ברויר,ג'ובאני רוסו,False,False
אורי ברויר,דין מירושניקוב,False,False
אורי ברויר,זהר ליבה,False,True
אורי ברויר,ירון ברלד,False,True
אורי ברויר,ליאם גולן,False,False
אורי ברויר,ניר לוי,False,True
אורי ברויר,רז זהבי,False,False
אורי ברויר,שייע פייגנבוים,False,False
אורי גבריאל,אורנלה בס,True,False
אורי גבריאל,אלי גלפרין,True,False
אורי גבריאל,זוהר ז'נט סבג,True,False
אורי גבריאל,צביקה פישזון,True,False
אורי זוהר,ציפורה הלר,False,False
אורי זוהר,שי אביבי,False,True
אורי כץ,אסי ישראלוף,False,True
אורי כץ,דוד שאול,False,True
אורי כץ,לירון וייסמן,False,False
אורי כץ,נכה,False,False
אורי כץ,ציון ברוך,False,True
אורי כץ,רגל עץ,False,False
אורי כץ,שלום מיכאלשווילי,False,True
אורי פפר,שני כהן,True,False
אורית זפרן,לאה לב,False,False
אורית זפרן,לני כהן,False,True
אורית זפרן,מיכל מנור,False,False
אורית זפרן,מעיין לאוב,False,False
אורית זפרן,נועם כרמלי,False,False
אורית זפרן,ניב מג'ר,False,True
אורית זפרן,תובל שפיר,False,True
אורית זפרן,תומר פישמן,False,False
אורלי זילברשץ,ביאן ענתיר,True,False
אורלי זילברשץ,יעל פולמן,True,False
אורלי זילברשץ,יערה,True,False
אורלי זילברשץ,ירמי שיק בלום,True,False
אורלי רות פלדהיים,הדס ירון,False,True
אורלי רות פלדהיים,הילה רוח,False,False
אורלי רות פלדהיים,טלי שרון,False,True
אורלי רות פלדהיים,יבגני מוליבוגה,False,False
אורלי רות פלדהיים,מעיין תורג'מן,False,True
אורלי רות פלדהיים,סימור דניאל,False,False
אורלי רות פלדהיים,סמירה סרייה,False,True
אורלי רות פלדהיים,עומר ברנע,False,True
אורלי רות פלדהיים,קוסטה קפלן,False,True
אורנה כץ,גיל וייס,True,False
אורנה כץ,דניאל ליטמן,True,False
אורנה כץ,ידין גלמן,True,False
אורנה כץ,יעל שטולמן,True,False
אורנה כץ,נועם שנהב,True,False
אורנלה בס,אלברט אילוז,False,True
אורנלה בס,זוהר ז'נט סבג,False,False
אורנלה בס,מוטי בן ישי,False,True
אורנלה בס,מילי עשת,False,True
אורנלה בס,צביקה פישזון,False,False
אורנלה בס,רועי אסף,False,True
אורנלה בס,שמעון מימרן,False,True
איהאב אליאס סלאמה,איזבל רמדאן,False,False
איהאב אליאס סלאמה,אלכס בכרי,False,False
איהאב אליאס סלאמה,ג'ונא סולימאן,False,False
איהאב אליאס סלאמה,ג'ונה סולימאן,False,False
איהאב אליאס סלאמה,דוריד לידוואי,False,False
איהאב אליאס סלאמה,ח'ליפה נאטור,False,True
איהאב אליאס סלאמה,יארה יארר,False,False
איהאב אליאס סלאמה,מרוואן חמדן,False,False
איהאב אליאס סלאמה,סלים דאו,False,True
איזבל רמדאן,אלכס בכרי,False,False
איזבל רמדאן,ג'ונא סולימאן,False,False
איזבל רמדאן,ג'ונה סולימאן,False,False
איזבל רמדאן,דוריד לידוואי,False,False
איזבל רמדאן,ח'ליפה נאטור,False,True
איזבל רמדאן,יארה יארר,False,False
איזבל רמדאן,מרוואן חמדן,False,False
איזבל רמדאן,סלים דאו,False,True
אייל רוזלס,חואן פאבלו אוליסלאגר,True,False
אייל רוזלס,חואן פרידמן,True,False
אייל רוזלס,לונא מנסור,True,False
אייל רוזלס,ליעוז לוי,True,False
אייל רוזלס,מאיה עשת,True,False
אייל רוזלס,סטפני מרידה,True,False
אייל רוזלס,פאולה טירדו,True,False
אייל שיראי,אלישבע וייל,True,False
אייל שיראי,גלוריה בס,True,False
אייל שיראי,דוד וולך,True,False
אייל שיראי,יובל דיין,True,False
אייל שיראי,ליהי קורנובסקי,True,False
איילה פלג,אלי גורנשטיין,False,True
איילה פלג,אסתי קוסוביצקי,False,True
איילה פלג,ג'ייד דייכס וויקס,False,False
איילה פלג,דנה קבסה,False,False
איילה פלג,יגאל שדה,False,True
איילה פלג,יעקב זדה דניאל,False,True
איילה פלג,ניר שטראוס,False,False
איילה פלג,פיני טבגר,False,True
איילה פלג,רמי ברוך,False,True
איילת אפשטיין,יהב גולדנברג,False,False
איילת אפשטיין,יורם טולדנו,False,True
איילת אפשטיין,ינון קנר,False,False
איילת אפשטיין,נמרוד פלג,False,False
איילת אפשטיין,רן קפלן,False,False
איילת אפשטיין,שמעון מימרן,False,True
איילת מנחמי,אלי תבור,False,False
איילת מנחמי,אריה מוסקונה,False,True
איילת מנחמי,זאב רווח,False,True
איילת מנחמי,יגאל שילון,False,False
איילת מנחמי,יהודה בארקן,False,True
איילת מנחמי,משה טימור,False,True
איילת מנחמי,ניצה שאול,False,True
איילת מנחמי,קרוליין לנגפורד,False,False
איילת מנחמי,ששי קשת,False,True
אילנית בן-יעקב,אלישבע וייל,True,False
אילנית בן-יעקב,יהושע סובול,True,False
אילנית בן-יעקב,כרמל בין,True,False
אימרי ביטון,ג'לאל מסראווה,True,False
אינט כהן,איציק זוהר,False,False
אינט כהן,אלברט אילוז,False,True
אינט כהן,אריק משעלי,False,True
אינט כהן,הילה סעדה,False,True
אינט כהן,זאב רווח,False,True
אינט כהן,חיים זנאתי,False,True
אינט כהן,סשה דמידוב,False,False
אינט כהן,פלורה סעדה,False,False
אינט כהן,ריימונד אמסלם,False,True
איציק גרובייס,דין מירושניקוב,False,False
איציק גרובייס,דניאל אליאסי,False,False
איציק גרובייס,יהודה גרובייס,False,True
איציק גרובייס,יהודה רוזנווסר,False,False
איציק גרובייס,נתנאל מרדכי הלוי,False,False
איציק גרובייס,עידן צברי,False,False
איציק גרובייס,שלמה סדן,False,True
איציק זוהר,אלברט אילוז,False,True
איציק זוהר,אריק משעלי,False,True
איציק זוהר,הילה סעדה,False,True
איציק זוהר,זאב רווח,False,True
איציק זוהר,חיים זנאתי,False,True
איציק זוהר,סשה דמידוב,False,False
איציק זוהר,פלורה סעדה,False,False
איציק זוהר,ריימונד אמסלם,False,True
איציק סיידוף,אסף הרץ,True,False
איציק סיידוף,ניר שעיבי,True,False
איציק סיידוף,ערן שראל,True,False
איציק פצצתי,אלון נוימן,False,True
איציק פצצתי,אקו מורגנשטרן,False,False
איציק פצצתי,ג'ימבו ג'יי,False,True
איציק פצצתי,טונה,False,False
איציק פצצתי,ירמי אומני,False,False
איציק פצצתי,מוריה אקונס,False,False
איציק פצצתי,עידן אלתרמן,False,True
איציק פצצתי,עמית אולמן,False,False
איציק פצצתי,פלד,False,False
איציק שמלי,אליאו בן זאב,False,False
איציק שמלי,ארקדי דוכין,False,False
איציק שמלי,גילי שושן,False,True
איציק שמלי,טיילור מלכוב,False,False
איציק שמלי,ישי לפידות,False,False
איציק שמלי,רונן הרשקוביץ,False,False
איציק שמלי,שי חי,False,False
איציק שמלי,ששי גז,False,False
אירוויזיון,"דור מוסקל, עומר ריבק ורותם קפלינסקי",False,False
אירוויזיון,המנהל האומנותי,False,False
אירוויזיון,מלטה,False,False
אירוויזיון,עדן סבן,False,False
אירוויזיון,עלמה זק,False,True
אירוויזיון,ערוץ הכיבוד,False,False
אירוויזיון,ערן זרחוביץ',False,False
אירוויזיון,רותם סלע,False,True
אירוויזיון,תום יער,False,False
אירן ז'קוב,אלברט איינשטיין,False,False
אירן ז'קוב,זיגמונד פרויד,False,False
אירן ז'קוב,יעל אבקסיס,False,True
אירן ז'קוב,מתייה אמלריק,False,True
אירן ז'קוב,קרן מור,False,True
איתי שמעוני,דור גל,False,False
איתי שמעוני,"ירדן ""ג'ורדי"" פלג",False,False
איתי שמעוני,"לירז ""סטטיק"" רוסו",False,False
איתי שמעוני,משה רוסו,False,False
איתי שמעוני,ניצה אדל רוסו,False,False
איתי שמעוני,עידו נצר,False,False
איתי שמעוני,עמית מרדכי,False,False
איתי שמעוני,קובי צברי,False,False
איתי שמעוני,רון ביטון,False,False
איתמר מלול,אמור הדריה,False,False
איתמר מלול,אסתי זקהיים,False,True
איתמר מלול,גל אמיתי,False,False
איתמר מלול,דני גבע,False,True
איתמר מלול,יואב קרן,False,False
איתמר מלול,מנדי ברששת,False,False
איתמר מלול,עודד מנסטר,False,True
איתמר מלול,עתליה זהבי,False,False
איתמר מלול,רוני נדלר,False,False
איתמר קיגלר,חן אמסלם-זגורי,False,True
איתמר קיגלר,לאונן,False,False
איתמר קיגלר,ליאנה עיון,False,False
איתמר קיגלר,מאור לוי,False,False
איתמר קיגלר,סכיזופרן,False,False
איתמר קיגלר,עמוס תמם,False,True
איתמר רוטשילד,לי גילת,True,False
אלברט איינשטיין,זיגמונד פרויד,False,False
אלברט איינשטיין,יעל אבקסיס,False,True
אלברט איינשטיין,מתייה אמלריק,False,True
אלברט איינשטיין,קרן מור,False,True
אלברט אילוז,ארקדי שוסטר,True,False
אלברט אילוז,דוד אדרי,True,False
אלברט אילוז,זוהר ז'נט סבג,True,False
אלברט אילוז,יונס,True,False
אלברט אילוז,מיכה פרודובסקי,True,False
אלברט אילוז,סשה דמידוב,True,False
אלברט אילוז,עידו ברטל,True,False
אלברט אילוז,פלורה סעדה,True,False
אלברט אילוז,צביקה פישזון,True,False
אלברט אילוז,רחל אדרי,True,False
אלון אבוטבול,לין אשרוב,True,False
אלון אבוטבול,רוני נתנאל,True,False
אלון לשם,אסף הרץ,True,False
אלון לשם,ניר שעיבי,True,False
אלון לשם,ערן שראל,True,False
אלון נוימן,אקו מורגנשטרן,True,False
אלון נוימן,טונה,True,False
אלון נוימן,ירמי אומני,True,False
אלון נוימן,מוריה אקונס,True,False
אלון נוימן,עמית אולמן,True,False
אלון נוימן,פלד,True,False
אלי גורנשטיין,ג'ייד דייכס וויקס,True,False
אלי גורנשטיין,דנה קבסה,True,False
אלי גורנשטיין,ניר שטראוס,True,False
אלי גלפרין,אסתי זקהיים,False,True
אלי גלפרין,ג'וליה מסלאווי,False,True
אלי גלפרין,גבי דן,False,True
אלי גלפרין,יגאל עדיקא,False,True
אלי גלפרין,מוטי בן ישי,False,True
אלי גלפרין,עודד מנסטר,False,True
אלי גלפרין,שלומי קוריאט,False,True
אלי מנשה,מעיין עמרני,True,False
אלי תבור,אריה מוסקונה,False,True
אלי תבור,זאב רווח,False,True
אלי תבור,יגאל שילון,False,False
אלי תבור,יהודה בארקן,False,True
אלי תבור,משה טימור,False,True
אלי תבור,ניצה שאול,False,True
אלי תבור,קרוליין לנגפורד,False,False
אלי תבור,ששי קשת,False,True
אליאו בן זאב,ארקדי דוכין,False,False
אליאו בן זאב,גילי שושן,False,True
אליאו בן זאב,טיילור מלכוב,False,False
אליאו בן זאב,ישי לפידות,False,False
אליאו בן זאב,רונן הרשקוביץ,False,False
אליאו בן זאב,שי חי,False,False
אליאו בן זאב,ששי גז,False,False
אליאנה תדהר,גיל כהן,True,False
אליאנה תדהר,דין גרבר,True,False
אליאנה תדהר,יעל פדן,True,False
אליאנה תדהר,ליר עיסא,True,False
אליאנה תדהר,ניר כנען,True,False
אליאנה תדהר,עבדאללה עקל,True,False
אליאנה תדהר,עדי חבשוש,True,False
אליאנה תדהר,עדן מאירי,True,False
אליאנה תדהר,עידו אליאלי,True,False
אליאנה תדהר,קים אור אזולאי,True,False
אליה לסרי,אלמה דישי,False,False
אליה לסרי,אריה צ'רנר,False,True
אליה לסרי,גל לב,False,True
אליה לסרי,ליאור אשכנזי,False,True
אליה לסרי,קובי פרג',False,True
אליה לסרי,קרן צור,False,True
אליה לסרי,ריטה שוקרון,False,True
אליה לסרי,ששון גבאי,False,True
אליה לסרי,תימור כהן,False,True
אלינור סלע,דניאל סבג,False,True
אלינור סלע,יואב לוי,False,True
אלינור סלע,יעל לבנטל,False,True
אלינור סלע,מורין אמור,False,False
אלינור סלע,עידית טפרסון,False,True
אלינור סלע,ערן מור,False,False
אלינור סלע,רבקה בכר,False,True
אלינור סלע,ריימונד אמסלם,False,True
אלינור סלע,תיקי דיין,False,True
אליעד נחום,לין אשרוב,True,False
אליעד נחום,רוני נתנאל,True,False
אלישבע וייל,גלוריה בס,False,False
אלישבע וייל,דוד וולך,False,False
אלישבע וייל,חנה אזולאי-הספרי,False,True
אלישבע וייל,יואב הייט,False,True
אלישבע וייל,יובל דיין,False,False
אלישבע וייל,ליהי קורנובסקי,False,False
אלישבע וייל,לייב לב לוין,False,False
אלישבע וייל,סיני פתר,False,True
אלישבע וייל,עידית טפרסון,False,True
אלישבע וייל,רועי ניק,False,True
אלישבע וייל,רותם קינן,False,True
אלישבע וייל,שירי גדני,False,True
אלישבע וייל,תום חגי,False,True
אלישע בנאי,ביאן ענתיר,True,False
אלישע בנאי,דייוויד ברוזה,True,False
אלישע בנאי,יהלי סובול,True,False
אלישע בנאי,יעל פולמן,True,False
אלישע בנאי,יערה,True,False
אלישע בנאי,ירמי שיק בלום,True,False
אלישע בנאי,נטעלי גבירץ,True,False
אלישע בנאי,פייבמנט,True,False
אלישע בנאי,שרון קנטור,True,False
אלכס בכרי,ג'ונא סולימאן,False,False
אלכס בכרי,ג'ונה סולימאן,False,False
אלכס בכרי,דוריד לידוואי,False,False
אלכס בכרי,ח'ליפה נאטור,False,True
אלכס בכרי,יארה יארר,False,False
אלכס בכרי,מרוואן חמדן,False,False
אלכס בכרי,סלים דאו,False,True
אלמה דישי,אריה צ'רנר,False,True
אלמה דישי,גל לב,False,True
אלמה דישי,יואב בבלי,False,False
אלמה דישי,ליאור אשכנזי,False,True
אלמה דישי,לייב לב לוין,False,False
אלמה דישי,נעמי הררי,False,False
אלמה דישי,עזרא דגן,False,True
אלמה דישי,קובי זיסלין,False,False
אלמה דישי,קובי פרג',False,True
אלמה דישי,קרן צור,False,True
אלמה דישי,ריטה שוקרון,False,True
אלמה דישי,ששון גבאי,False,True
אלמה דישי,תימור כהן,False,True
אלעד צפני,ג'ובאני רוסו,True,False
אלעד צפני,דין מירושניקוב,True,False
אלעד צפני,ליאם גולן,True,False
אלעד צפני,רז זהבי,True,False
אלעד צפני,שייע פייגנבוים,True,False
אמה מדינג,אסי ישראלוף,False,True
אמה מדינג,דוד שאול,False,True
אמה מדינג,ציון ברוך,False,True
אמה מדינג,קופנגן,False,False
אמה מדינג,שלום מיכאלשווילי,False,True
אמור הדריה,אסתי זקהיים,False,True
אמור הדריה,גל אמיתי,False,False
אמור הדריה,דני גבע,False,True
אמור הדריה,יואב קרן,False,False
אמור הדריה,מנדי ברששת,False,False
אמור הדריה,עודד מנסטר,False,True
אמור הדריה,עתליה זהבי,False,False
אמור הדריה,רוני נדלר,False,False
אמיר שורוש,בן סלע,False,False
אמיר שורוש,גילי איצקוביץ',False,False
אמיר שורוש,גל אמיתי,False,False
אמיר שורוש,דניאל ליטמן,False,False
אמיר שורוש,טייסת,False,False
אמיר שורוש,ליהי קורנובסקי,False,False
אמיר שורוש,מאור שוויצר,False,True
אמיר שורוש,מפקד,False,False
אמיר שורוש,סרן,False,False
אמירה גרון,אני אימנדזה,False,False
אמירה גרון,ורוניקה קלנדרישבילי,False,False
אמירה גרון,טאקו טבטדז,False,False
אמירה גרון,ליז רביאן,False,False
אמירה גרון,נועה בן גיגי,False,False
אמירה גרון,נעמה שטרית,False,True
אמירה גרון,שיפי אלוני,False,True
אמירה גרון,שרי גבעתי,False,False
אמיתי קדר,אנסטסיה אוורבוך,False,False
אמיתי קדר,גל פרידמן,False,True
אמיתי קדר,זוהר שטראוס,False,True
אמיתי קדר,יואל רוזנקיאר,False,True
אמיתי קדר,ישי גולן,False,True
אמיתי קדר,ליאור רז,False,True
אמיתי קדר,מיכאל אלוני,False,True
אמיתי קדר,נטע שפיגלמן,False,True
אמיתי קדר,ניקולאי קינסקי,False,False
אמיתי קדר,סיון תדמור,False,False
אמיתי קדר,עוז זהבי,False,True
אמיתי קדר,רותם סלע,False,True
אמיתי קדר,שרון שטרק,False,True
אמל מורקוס,אסיל פרחאת,False,False
אמל מורקוס,ג'ואנה סעיד,False,False
אמל מורקוס,דאנה איבגי,False,True
אמל מורקוס,מרלן בג'אלי,False,True
אנדי מקדואל,דייוויד ואליאמס,False,False
אנדי מקדואל,טום קאלן,False,False
אנדי מקדואל,טמזין גרג,False,False
אנדי מקדואל,מישל גרינידג',False,False
אנדי מקדואל,מרים מרגוליס,False,False
