page_id,movie_title,year
1189257,גאליס – המסע לאסטרה,2014
1202727,גט - המשפט של ויויאן אמסלם,2014
2190411,האם זה אתה?,2014
2127721,"הגננת (סרט, 2014)",2014
2129099,הרחק מהיעדרו (סרט),2014
1212958,זינוק בעלייה,2014
2117341,טוביאנסקי (סרט),2014
2127158,יונה (סרט),2014
1167832,מבצע חמניה,2014
1213162,מיתה טובה (סרט),2014
2406894,"מלך היהודים, ביאליק",2014
2254577,מנפאואר (סרט),2014
1185406,מפריח היונים (סרט),2014
1242178,ערבים רוקדים,2014
2131847,פנסיון פראכט,2014
2020960,פריז על המים,2014
1202354,"שגר אותי לחלל, סשה!",2014
1202391,שושנה חלוץ מרכזי,2014
1301318,שניצל (סרט),2014
1584109,תעצמי את העיניים,2014
1304688,אבוללה,2015
1491243,אוריינטד,2015
1295635,איביזה (סרט),2015
1482777,אנה (סרט קצר),2015
1152342,"אני לא מאמין, אני רובוט?!",2015
2155510,ארץ פצועה,2015
1622159,"אשה פשוטה, זלדה",2015
1330664,באבא ג'ון,2015
1424788,בית האילמת,2015
2126071,בלדה ליוסף,2015
1388647,ברש (סרט),2015
1395319,ג'רוזלם (סרט),2015
1937704,גבולות (סרט קצר),2015
1285971,גויאבות,2015
1508423,דץ הבלץ,2015
2129877,ההפך (סרט),2015
1439357,ההר,2015
2139125,היורד למעלה,2015
1289960,המילים הטובות,2015
2406897,"המעורר, י.ח ברנר",2015
2406913,העורב: זאב ז'בוטינסקי,2015
1626283,"העלמה בלובשטיין, רחל",2015
2121680,"הקפות (סרט, 2015)",2015
1142164,הרועה האחרון (סרט),2015
2114670,חתונה מנייר,2015
1995175,ירושלים ממתינה בתור,2015
2138271,ירח בבית 12,2015
1404507,לא רחוב ולא נעליים,2015
1327085,לאן נעלם נימני?,2015
1296931,מה כבר יכול לקרות?!,2015
1332355,מסווג חריג,2015
1389520,משולם (סרט),2015
2123173,נדיה - שם זמני,2015
1348191,סבנה (סרט),2015
2132814,סוף עידן התמימות,2015
1309413,סיפור על אהבה וחושך (סרט),2015
1307230,סיפורי מעשיות של רבי נחמן (סרט),2015
1305595,סרט אפס,2015
1207306,סרט עם קתרין דנב,2015
1308942,פלאפל אטומי,2015
1268047,פרינסס,2015
2224954,צילי,2015
1734110,ציפורי חול,2015
2218450,קמטי צחוק,2015
1583895,שיר ידידות – ר' דוד בוזגלו,2015
1239837,שקופים (סרט),2015
1439294,תפוחים מן המדבר (סרט),2015
1781313,אבינו (סרט),2016
2452597,"אווה (סרט, 2016)",2016
1279865,אח שלי גיבור,2016
2076486,אמור (סרט),2016
1933777,אנטנה (סרט),2016
1446333,אנשים שהם לא אני,2016
1394872,אסור לשחק באוכל,2016
1589490,ארבע על ארבע,2016
2246527,בין העולמות,2016
1853451,"בן-גוריון, אפילוג",2016
1587868,ג'נקשן 48,2016
1348612,גאליס - קונקט,2016
1458166,דימונה טוויסט,2016
1403291,האוצר מעבר לנהר,2016
2217803,הולכת שבעה,2016
1430006,החטאים,2016
2256979,הכל שבור ורוקד,2016
1407697,הלהקה האחרונה בלבנון,2016
2108296,חדרי הבית,2016
1614497,ילד טוב ירושלים,2016
1417199,ישמח חתני (סרט),2016
1456377,"לא פה, לא שם",2016
2116500,לב שקט מאוד,2016
2135394,להציל את נטע,2016
1415391,לעבור את הקיר,2016
2123889,מבחן החלב,2016
1420367,מבצע חתונה (סרט),2016
1600388,מוות בבאר שבע,2016
1491241,מי יאהב אותי עכשיו?,2016
1692484,מעבר להרים ולגבעות,2016
2160402,נמל בית (סרט),2016
1417550,סופת חול (סרט),2016
1626253,עם הפנים לקיר,2016
2220576,עמק (סרט),2016
1429692,עניינים אישיים (סרט),2016
1407710,פוטו פרג' (סרט),2016
2217542,פטר השלישי (סרט),2016
2246654,רוח חדשה (סרט),2016
2118650,שבוע ויום,2016
2021418,אבנייר,2017
2435704,אזימוט (סרט),2017
1554130,אחרייך,2017
1739826,איך מסמנים אהבה,2017
1600107,"אנתרקס (סרט, 2017)",2017
1889187,ארץ זרה,2017
2172308,בית בגליל (2017),2017
1694113,ג'סטה,2017
1519149,געגוע (סרט),2017
1517298,האופה מברלין,2017
1838714,האיש הנעלם – הסיפור של וילפריד ישראל,2017
2130803,הבן-דוד,2017
1521272,המועדון לספרות יפה של הגברת ינקלובה,2017
1957935,הקיר,2017
1694262,ואז היא הגיעה,2017
1518443,טהורה לעד,2017
1488650,כמעט מפורסמת (סרט),2017
1549141,לפני שהרגליים נוגעות בקרקע,2017
1508418,מבצע ביצה,2017
1707977,מדינת הגמדים (סרט),2017
1505807,מועדון החנונים: הסרט,2017
1554070,מות המשוררת,2017
1986427,"מכתב אהבה למ""מ שלי",2017
1525065,מכתוב (סרט),2017
1694140,מסע הטבעת,2017
1600128,משפחה בטרנס,2017
1568446,"סאלח, פה זה ארץ ישראל",2017
1512962,פוקסטרוט (סרט),2017
1544362,פיגומים (סרט),2017
1472261,שדה של חולמים,2017
1556222,3 סיפורי ערבה,2018
1762671,Voice over (סרט),2018
1611694,אגדת המלך שלמה,2018
1737715,איך לשחות,2018
1827688,אין בתולות בקריות,2018
1703052,אישה עובדת,2018
1731331,בוקר טוב ילד,2018
1731339,בלי דם,2018
1731444,גאולה (סרט),2018
1608960,גיבור בעננים,2018
1827166,דרייבר (סרט),2018
2147871,האיש שבקיר (סרט),2018
1608973,הבלתי רשמיים,2018
2032352,הד (סרט),2018
1826598,הלומים,2018
1600444,"המועמד (סרט, 2018)",2018
1624423,"הנשף (סרט, 2018)",2018
2129631,העדות,2018
1612446,הצלילה,2018
1790669,טוקלומטי,2018
1752580,יום רגיל,2018
1614864,יונתן אגסי הציל את חיי,2018
1595322,ישורון: 6 פרקי אבות,2018
2220909,ליידי טיטי,2018
1517031,מוטלים בספק,2018
2265356,מתנחלת (סרט),2018
1826745,סדקים (סרט),2018
1635781,סיפור אחר,2018
1617288,עד הקצה - ג'סטה 2,2018
1621831,"עירום (סרט, 2018)",2018
1625830,עץ תאנה (סרט),2018
1985302,"פרא (סרט ישראלי, 2018)",2018
1623854,פרא אציל (סרט),2018
1685384,פרה אדומה (סרט),2018
1625707,רוצחות מבית טוב,2018
1841752,רכבת קלה (סרט),2018
1626894,שרוכים (סרט),2018
1702696,תל אביב על האש,2018
1702670,15 שנה,2019
1698152,אהבה בשלייקס,2019
1702274,אול אין,2019
1767942,אלוהי הפסנתר,2019
1762294,אפריקה (סרט),2019
1734886,בזמק,2019
1734651,ברזיל אהובתי,2019
1753494,בשורות טובות (סרט),2019
2487406,בשם הבת,2019
1746439,גולדה (סרט תיעודי),2019
2444119,דינה מלול עושה מלחמה,2019
1733318,הדווקאים (סרט),2019
1686418,המוסד (סרט),2019
2276298,המתים של יפו,2019
1765611,הרפתקה בשחקים,2019
1737685,זונה כמוני,2019
1734283,ימים נוראים (סרט),2019
1752549,לידה (סרט),2019
1755383,מחילה (סרט),2019
2218169,מריונטה (סרט),2019
2014870,נתראה בשמחות,2019
1731752,קולות רקע,2019
1909525,אנחנו המהפכה,2020
1898137,אסיה (סרט),2020
2089822,הנה אנחנו,2020
1879609,חתונה הפוכה,2020
2457880,מותו של הקולנוע ושל אבא שלי גם,2020
1948284,על כיסא הבמאי יושבת אישה,2020
1856757,עלייתו ונפילתו של שם טוב האבי,2020
1796081,ענת אלימלך: הילדה הכי יפה בירושלים,2020
2256817,רב הנסתר,2020
2391100,שאיפה לחיים,2020
1943521,שלושה יוסי,2020
1848156,שפר בדרך להוליווד,2020
2003514,אגדת חורבן,2021
1966423,אחד בלב,2021
2091640,אל תחכי לי,2021
2004706,הברך,2021
2408597,החלון הרביעי,2021
2002308,"הטיפול (סרט, 2021)",2021
2005128,המלכה שושנה,2021
2532133,המספר העגול (סרט),2021
2043061,הרפסודה (סרט),2021
2026966,ויהי בוקר,2021
1948773,זרים מושלמים (סרט ישראלי),2021
2007933,כנרת – ים של חיים,2021
2099158,לילות קיץ (סרט),2021
2000044,לשחרר את שולי,2021
2479089,מישהו יאהב מישהו,2021
2135780,סינמה סבאיא,2021
2025781,עוד סיפור אחד,2021
1999369,"עיניים של אבא (סרט, 2021)",2021
2006974,פול ספיד,2021
2012453,צל כבד (סרט),2021
2008219,קופסה כחולה,2021
2011741,"שמלת השבת של חנה'לה (סרט, 2021)",2021
2092901,תוכנית א' (סרט),2021
2094585,תל אביב (סרט),2021
2034323,תמונת הניצחון,2021
2096568,1341 פריימים מהמצלמה של מיכה בר-עם,2022
2132109,40 צעדים,2022
2241399,H2: מעבדת השליטה (סרט),2022
2241045,אדמה בוערת (סרט ישראלי),2022
2121434,אוהב אותך צ'ארלי,2022
2146474,איראן 3,2022
2137636,אנחנו לא ניפרד לעולם,2022
2110456,בוטיק פריז,2022
1949083,בחורים טובים (סרט ישראלי),2022
2184600,בתולים (סרט),2022
2238343,החבר השמן שלי,2022
2110191,המצלמה של דוקטור מוריס,2022
2087059,"הסיפור שלנו (סרט, 2022)",2022
2330822,הפילגש,2022
2432488,"השתיקה (סרט, 2022)",2022
2110474,חומוס FULL טריילר,2022
2170058,כאילו אין מחר,2022
2096906,לוס אנג'לס דרום,2022
2078497,לצאת מבוסייר,2022
2103974,מיני די.וי,2022
2265129,משפט הבנקאים (סרט),2022
2079616,מתחתנת,2022
2536062,סבוטז' (סרט תיעודי),2022
2140564,"סבוי (סרט, 2022)",2022
2440713,עד שתחזור (סרט),2022
2115215,עולה לראש,2022
2108903,עצבני ומהיר: הסיפור של פאסט מיוזיק והפטיפון,2022
2118494,עקרה (סרט),2022
2110024,"קבלו אותי (סרט, 2022)",2022
2129433,"קריוקי (סרט, 2022)",2022
2434689,שער הפרחים (סרט),2022
2324139,"בית (סרט, 2023)",2023
2243424,בתי אהובתי,2023
2244569,גזוז (סרט),2023
2228813,גן קופים,2023
2230916,גרגירי חול,2023
2322160,דניאל אויערבאך,2023
2408716,האקטיביסט. קרל מרקס,2023
2428706,הארוחה,2023
2232413,ההילולה,2023
2319206,החייל הנעלם,2023
2275237,"הילד (סרט, 2023)",2023
2350626,הילה (סרט),2023
2249388,המדרשיה (סרט),2023
2202423,המנצחים (סרט),2023
2341815,המשלחת (סרט),2023
2228466,העיר הזאת (סרט),2023
2513706,העתיד (סרט),2023
2256132,ולריה מתחתנת,2023
2244316,חדר משלו,2023
2322012,חידת שושני,2023
2411683,טור פרידה,2023
2193735,יותר ממה שמגיע לי,2023
2195014,לירז – הגירושים הכפולים של סטטיק,2023
2287076,לרוץ על החול,2023
2437400,"נדל""ן: סיפור אהבה",2023
2449242,סוף טוב (סרט),2023
2231847,סרט בסנטר,2023
2288599,קרב אוויר (סרט),2023
2258730,שבע ברכות (סרט),2023
2493452,שלושתנו (סרט),2023
2369476,10 חודשים,2024
2369488,אבי נשר: מילים להחלפה,2024
2344136,אמצע החיים (סרט),2024
2376508,בחורים טובים 2,2024
2425211,בנות כמונו,2024
2405164,הטבעת,2024
2328892,המעורר (סרט תיעודי),2024
2387308,"העקידה (סרט, 2024)",2024
2395486,הפקות המזרח (סרט),2024
2374757,חלב (סרט),2024
2450514,חליסה (סרט),2024
2346134,חמדה (סרט),2024
2378740,טרופיקנה (סרט),2024
2407552,ימים טובים: סיפורו של זאב רווח,2024
2342088,כביש הסרגל (סרט),2024
2363891,כיסופים (סרט),2024
2423588,לא יום ולא לילה,2024
2390480,לקרוא את לוליטה בטהרן (סרט),2024
2352113,מזל חתולה,2024
2341448,מרוסקים: גולסטאר הסרט,2024
2362495,נקמה יהודית 6,2024
2414354,סודה (סרט),2024
2432418,פינק ליידי,2024
2371942,פרנצ'ישקה (סרט תיעודי),2024
2395483,ציפורים משונות,2024
2396926,קו המים,2024
2366554,קרוב אלי,2024
2382888,רחל מאופקים (סרט),2024
2467030,10 קילו קוקאין,2025
2461083,ההילולה 2 – החתונה,2025
2474341,הים (סרט),2025
2430231,העולם ירעד,2025
2414678,התכשיט,2025
2515786,חשבונות שמיים,2025
2560473,טיוטה:הקרבות של נילי,2025
2466715,יוסף שילוח: בעל החלומות,2025
2412720,ילד זין (סרט),2025
2523286,כי את מכוערת,2025
2425441,למה מלחמה,2025
2460248,לשחרר את שולי סאן,2025
2422355,מופע טוטאל,2025
2493539,מלאכי (סרט),2025
2479526,נאנדאורי,2025
2533567,נער יהודי גאה,2025
2493275,שם טוב האבי 2,2025
2478040,שפה זרה (סרט),2025
2439335,"תמונות יפואיות (סרט, 2024)",2025
2558314,גבעה 338,2026
2533552,הבן יקיר לי (סרט),2026
2523246,הנוסחה (סרט),2026
2554570,חינה אמריקאית,2026
2512162,מפרץ השמש (סרט תיעודי),2026
2554147,עין אחת פקוחה,2026
2554641,עצמאות (סרט),2026
2481001,קופה ראשית – הסרט,2026
2557147,תיכון מגשימים (סרט),2026
